chapter,subchapter,word,pos,meaning,english sentence,chinese sentence
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,discrepancy,n.,差異;不同;不一致,There is a discrepancy between the receipt and the invoice amount.,收據與發票金額有落差。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,estimate,v./n.,估計;估價,The estimate for next year’s budget will be finalized tomorrow.,明年的預算估算將於明天定案。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,expenditure,n.,消費;開銷,Total expenditure on marketing was reduced this quarter.,本季整體行銷支出已下修。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,fiscal,adj.,財政的;會計的,The fiscal year ends on December 31.,會計年度在 12 月 31 日結束。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,fund,n./v.,基金;專款,The fund invests primarily in technology stocks.,該基金主要投資科技類股票。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,holding,n.,土地;財產 (常用複數),The holding company oversees several subsidiaries.,控股公司管理多家子公司。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,ledger,n.,總帳;分類帳,All transactions must be recorded in the ledger.,所有交易都必須登錄在總帳中。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,overdue,adj.,過期未付的,"Your payment is overdue, so a late fee has been added.",你的款項已逾期，因此加收滯納金。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,remuneration,n.,報酬:酬勞,Executive remuneration will be reviewed by the board.,高階主管薪酬將由董事會審議。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,shareholder,n.,股東,Shareholders will vote on the merger at the annual meeting.,股東將在年會上表決是否同意合併案。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,stockbroker,n.,證券和股票經紀人,The stockbroker advised us to diversify our portfolio.,股票經紀人建議我們分散投資組合。
行政與組織運作 / Administration & Organizational Operations,財務與會計作業 / Finance & Accounting Operations,yield,n./v.,(1)生產量;收益(2)生產;產生,The yield on government bonds has remained stable.,公債殖利率維持穩定。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,bid,n./v.,出價;投標;喊價,We submitted a bid for the overseas supply contract.,我們針對海外供應合約提出投標。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,commercial,adj./n.,商業化;商用的;營利的,"The product is intended for commercial use, not for personal use.",這項產品是商用用途，不是個人用途。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,competitor,n.,競爭者;對手,Several competitors are offering similar prices in this market.,這個市場有好幾個競爭對手提出相近價格。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,consolidate,v.,結合:合併;強化;鞏固,We consolidated our shipments to reduce international freight costs.,我們把貨件合併出貨以降低國際運費。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,contract,n./v.,契約;合同,Both parties signed the contract after finalizing the terms.,雙方在確認條款後簽署了合約。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,corporate,adj.,全體的;團體的;公司的;法人的,The corporate office will approve all cross-border transactions.,總公司會核准所有跨境交易。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,credible,adj.,可信的;可靠的,We need credible documentation to clear customs.,我們需要可信的文件才能完成報關。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,debit,n./v.,借方;借項,The bank will debit the customer’s account once the goods arrive.,貨到後銀行會從客戶帳戶扣款。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,earnings,n.,薪水;工資;收益,Export earnings increased due to higher demand in Europe.,因歐洲需求上升，出口收益增加。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,export,v./n.,輸出;出口,The factory exports most of its products to North America.,這家工廠大多數產品出口到北美。
商務與對外發展 / Business & External Development,貿易與國際商務 / Trade & International Business,haggle,v./n.,討價還價,Buyers tried to haggle over the unit price during negotiations.,買方在談判時試著就單價殺價。
